source	authors	title	year	language	keywords	affiliation	countries	publisher	database	citations
conference/workshop	DERRY, SJ; HAWKES, LW; ZIEGLER, U; DIEFENBACH, T	CHARACTERIZING THE PROBLEM SOLVER - A SYSTEM FOR ONLINE ERROR-DETECTION	1989				china,china		wos.csv	7
conference/workshop	Janfada B., Minaei-Bidgoli B.	A Review of the Most Important Studies on Automated Text simplification; Evaluation Metrics	2020		Evaluation Metrics; Lexical simplification; Syntactic simplification; Text simplification;Linguistics; Evaluation metrics; Growing Domains; High-quality research; NAtural language processing; Natural language text; Preprocessing tools; Special needs; Understandability; Natural language processing systems	School of Computer Engineering, Iran University of Science and Technology, Tehran, Iran	finland,finland	Institute of Electrical and Electronics Engineers Inc.	scopus.csv	7
conference/workshop	Kuru O.	AI-KU at SemEval-2016 task 11: Word embeddings and substring features for complex word identification	2016		Semantics; Context information; First systems; Linear classifiers; Non-linear model; Sub-strings; Substring; Target words; Word identification; Embeddings	Artificial Intelligence Laboratory, Koc University, Istanbul, Turkey	germany	Association for Computational Linguistics (ACL)	scopus.csv	7
conference/workshop	Lee J., Yeung C.Y.	Automatic prediction of vocabulary knowledge for learners of Chinese as a foreign language	2018		Chinese as a foreign language; Complex word identification; Computer-assisted language learning; Vocabulary modelingComputer aided instruction; Natural language processing systems; Speech processing; Students; Support vector machines; Automatic prediction; Computer assisted language learning; Empirical evaluations; Foreign language; Label propagation; Language proficiency; Proficiency level; Word identification; Modeling languages	Department of Linguistics and Translation, City University of Hong Kong, Hong Kong	hong kong,hong kong,hong kong,china,china	Institute of Electrical and Electronics Engineers Inc.	scopus.csv	7
conference/workshop	Tyagi S., Chopra D., Mathur I., Joshi N.	Classifier based text simplification; for improved machine translation	2015		Machine Translation; Naïve Bayes Classifier; Support Vector Machine Classifier; Text simplification;Computational linguistics; Computer aided language translation; Sodium; Support vector machines; Bayes Classifier; Language pairs; Machine translation systems; Machine translations; Research fields; simplification; models; Support vector machine classifiers; Text simplification; Translation (languages)	Department of Computer Science, Banasthali University Rajasthan, India	iran	Institute of Electrical and Electronics Engineers Inc.	scopus.csv	7
conference/workshop	Gonzalez-Dios I., Aranzabe M.J., Díaz De Ilarraza A., Soraluze A.	Detecting apposition for text simplification; in Basque	2013		Apposition Detector; Automatic Text simplification; Basque; Mention Detection;Automatic Text simplification; Basque; Detection system; Grammar formalisms; Linguistic information; Morphological features; Named entities; Computational linguistics; Text processing; Detectors	IXA NLP Group, University of the Basque Country (UPV/EHU), Manuel Lardizabal 1, 48014 Donostia, Spain	japan		scopus.csv	7
conference/workshop	Choubey P.K., Pateria S.	Garuda & Bhasha at semeval-2016 task 11: Complex Word Identification using aggregated learning models	2016		Decision trees; Semantics; Learning models; Pre-processing; Test sets; Word identification; Support vector machines	System Software, Samsung R and D Institute India Bangalore Pvt Ltd., Bangalore, Karanataka, 560037, India	singapore,singapore,singapore	Association for Computational Linguistics (ACL)	scopus.csv	7
conference/workshop	Stajner S., Popovic M.	Improving Machine Translation of English Relative Clauses with Automatic Text simplification;	2018		Computer aided language translation; Complex structure; Complex targets; Machine translations; Post-editing; Pre-processing step; Relative clause; Computational linguistics	Data and Web Science Group, University of Mannheim, Mannheim, Germany; Adapt Centre, Dublin City University, Ireland	spain	Association for Computational Linguistics (ACL)	scopus.csv	7
conference/workshop	Gillin N.	Sensible at SemEval-2016 task 11: Neural nonsense mangled in ensemble mess	2016		Complex networks; Semantics; Experimental approaches; F-score; Hyper-parameter; Word identification; Neural networks	Gillin Inc., 36 Natchez Street, Seahaven, United States	united states	Association for Computational Linguistics (ACL)	scopus.csv	7
conference/workshop	Finnimore P., Fritzsch E., King D., Sneyd A., Rehman A.U., Alva-Manchego F., Vlachos A.	Strong baselines for complex word identification across multiple languages	2019		Complex networks; Computational linguistics; Cross-lingual; Cross-lingual settings; Learning models; Multiple languages; State-of-the-art performance; Target audience; Word identification; Learning systems	Department of Computer Science, University of Sheffield, United Kingdom; Department of Computer Science and Technology, University of Cambridge, United Kingdom	united states,united states	Association for Computational Linguistics (ACL)	scopus.csv	7
conference/workshop	Núria Gala;Johannes Ziegler	Reducing lexical complexity as a tool to increase text accessibility for children with dyslexia	2016	French			australia	Association for Computational Linguistics	acl.csv	8
conference/workshop	Seid Muhie Yimam;Chris Biemann	Par4Sim – Adaptive Paraphrasing for Text simplification;	2018				belgium	Association for Computational Linguistics	acl.csv	8
conference/workshop	Song J., Hu J., Wong L.-P., Lee L.-K., Hao T.	A new context-aware method based on hybrid ranking for community-oriented lexical simplification;	2020		Lexical simplification; Lexical substitution; Ranking strategy; Word2vec;Artificial intelligence; Big data; Computational linguistics; Database systems; Natural language processing systems; Quality control; Quality management; Selenium compounds; Semantics; Context-Aware; Hybrid approach; Part of speech tagging; Ranking strategy; Semantic dictionaries; State of the art; Step method; Word-stemming; Information management	School of Computer Science, South China Normal University, Guangzhou, China; School of Science and Technology, The Open University of Hong Kong, Hong Kong	ecuador,spain	Springer Science and Business Media Deutschland GmbH	scopus.csv	8
conference/workshop	Gala N., Tack A., Javourey-Drevet L., François T., Ziegler J.C.	Alector: A parallel corpus of simplified French texts with alignments of misreadings by poor and dyslexic readers	2020	French	Dyslexia; Linguistic complexity; Misreading; Parallel corpora; Poor-readers; Readability; Text simplification;Children learning; On demands; Parallel corpora; Reading errors; Research purpose; Statistical testing; Web interface; Well testing	Aix Marseille Univ, Laboratoire Parole et Langage, LPL CNRS (UMR 7309), France; CENTAL, UCLouvain, Belgium; ITEC, Imec research group, KU Leuven, Belgium; F.R.S.-FNRS Research, Belgium; Aix Marseille Univ, Laboratoire de Psychologie Cognitive, LPC CNRS (UMR 7290), France; Aix Marseille Univ, Apprentissage, Didactique, Évaluation, Formation (EA 4671), France	germany	European Language Resources Association (ELRA)	scopus.csv	8
conference/workshop	Bulté B., Sevens L., Vandeghinste V.	Automating lexical simplification; in Dutch	2018		Natural language processing systems; Average ages; Grammatical errors; Language model; Local contexts; Reasonable accuracy; Wikipedia; Word Sense Disambiguation; Computational linguistics	Centre for Computational Linguistics, KU Leuven, Belgium; Instituut voor de Nederlandse Taal	india	Computational Linguistics in the Netherlands	scopus.csv	8
conference/workshop	Ponti E.M., Vulić I., Glavaš G., Reichart R., Korhonen A.	Cross-lingual semantic specialization via lexical relation induction	2020		Ontology; Predictive analytics; Semantics; External resources; Lexical relations; Linguistic knowledge; Prediction model; State of the art; Textual similarities; Word similarity; Word translation; Natural language processing systems	Language Technology Lab, TAL, University of Cambridge, United Kingdom; Data and Web Science Group, University of Mannheim, Germany; Faculty of Industrial Engineering and Management, Technion, IIT	italy,italy	Association for Computational Linguistics	scopus.csv	8
conference/workshop	Malmasi S., Zampieri M.	MAZA at SemEval-2016 Task 11: Detecting lexical complexity using a decision stump meta-classifier	2016		Semantics; Binary classification; Contextual feature; Decision stumps; Frequency information; Meta-classifiers; Sentence length; Task-based; Word identification; Decision trees	Macquarie University, Sydney, NSW, Australia; Saarland Unviersity, Saarbrücken, Germany	turkey	Association for Computational Linguistics (ACL)	scopus.csv	8
conference/workshop	Goel A., Sakallah K.	Model checking of verilog RTL using IC3 with syntax-guided abstraction	2019		Abstracting; Formal methods; NASA; Syntactics; Clause learning; Data abstraction; Hardware models; High granularity; Input problem; Novel techniques; Scalability issue; Uninterpreted Functions; Model checking	University of Michigan, Ann Arbor, United States	united kingdom	Springer Verlag	scopus.csv	8
conference/workshop	Kauchak D.	Pomona at SemEval-2016 task 11: Predicting word complexity based on corpus frequency	2016		Semantics; Complexity based; Lower frequencies; Optimal frequency; Test sets; Web Corpora; Wikipedia; Word frequencies; Word identification; Classification (of information)	Computer Science Department, Pomona College, Claremont, CA, United States	united kingdom,united kingdom	Association for Computational Linguistics (ACL)	scopus.csv	8
conference/workshop	Djamasbi S., Rochford J., DaBoll-Lavoie A., Greff T., Lally J., McAvoy K.	Text simplification; and user experience	2016		Cognitive effort; Eye-Tracking; Generation Y; Performance; Plain language standards (PLS); Text comprehension; Text simplification;Cognitive systems; Computational linguistics; Neurology; Websites; Cognitive efforts; Eye-tracking; Generation Y; Language standards; Performance; Text comprehensions; Text simplification; Human computer interaction	User Experience and Decision Making Research Laboratory, Worcester Polytechnic Institute, Worcester, United States; Eunice Kennedy Shriver Center, University of Massachusetts Medical School, Worcester, United States	united states,united states,united states	Springer Verlag	scopus.csv	8
conference/workshop	Ina Roesiger;Julia Bettinger;Johannes Schäfer;Michael Dorna;Ulrich Heid	Acquisition of semantic relations between terms: how far can we get with standard NLP tools?	2016				australia	Association for Computational Linguistics	acl.csv	9
conference/workshop	Omnia Zayed;John Philip McCrae;Paul Buitelaar	Phrase-Level Metaphor Identification Using Distributed Representations of Word Meaning	2018				belgium,netherlands	Association for Computational Linguistics	acl.csv	9
conference/workshop	Lo Bosco G., Pilato G., Schicchi D.	A Neural Network model for the Evaluation of Text Complexity in Italian Language: A Representation Point of View	2018		Deep Neural Networks; Evaluation Sentence Complexity; Natural Language Processing; Sentence Classification; Text simplification;Complex networks; Deep neural networks; Natural language processing systems; Network architecture; Text processing; Complexity levels; Evaluation Sentence Complexity; Learning schemes; Neural network model; Sentence classifications; Text representation; Text simplification; Long short-term memory	Dipartimento di Matematica e Informatica, Univerisitá Degli Studi di Palermo, Palermo, Italy; ICAR-CNR - National Research Council of Italy, Palermo, Italy	ecuador	Elsevier B.V.	scopus.csv	9
conference/workshop	Maddela M., Xu W.	A word-complexity lexicon and a neural readability ranking model for lexical simplification;	2020	English	Learning algorithms; English word; Gaussians; Human judgments; Lexical resources; Ranking model; State-of-the-art system; Vectorization; Natural language processing systems	Department of Computer Science and Engineering, Ohio State University, United States	france,france	Association for Computational Linguistics	scopus.csv	9
conference/workshop	Sanjay S.P., Kumar A.M., Soman K.P.	AmritaCEN at SemEval-2016 task 11: Complex word identification using word embedding	2016		Semantics; English sentences; Linear classifiers; Maximum accuracies; Native language; Non-native speakers; Subtask; Training data; Word identification; Natural language processing systems	Centre for Computational Engineering and Networking (CEN), Amrita School of Engineering, Coimbatore Amrita Vishwa Vidyapeetham, Amrita University, India	germany	Association for Computational Linguistics (ACL)	scopus.csv	9
conference/workshop	Wong K.K.-H., Carter G., Dawson E.	An analysis of the RC4 family of stream ciphers against algebraic attacks	2010		Algebraic analysis; Algebraic attack; Algebraic properties; Algebraic representations; Internal state; Keystream; Linear feedback shift registers; ON dynamics; Stream Ciphers; Algebra; Security of data; Shift registers; Cryptography	Information Security Institute, Queensland University of Technology, Brisbane, Australia	germany		scopus.csv	9
conference/workshop	Temnikova I., Orasan C., Mitkov R.	CLCM - A linguistic resource for effective simplification; of instructions in the crisis management domain and its evaluations	2012		Controlled languages; Text simplification; Text simplification; evaluation methodologies;Linguistics; Efficient managements; Emergency situation; Evaluation methodologies; Evaluation methods; Linguistic resources; Machine translations; Reading comprehension; Text simplification; Translation (languages)	Research Institute in Information and Language Processing, University of Wolverhampton, Stafford Street, Wolverhampton, United Kingdom	iran	European Language Resources Association (ELRA)	scopus.csv	9
conference/workshop	Bingel J., Schluter N., Alonso H.M.	CoastalCPH at SemEval-2016 task 11: The importance of designing your neural networks right	2016		Deep neural networks; Learning algorithms; Semantics; Automatic Detection; In contexts; Large disparity; Learning objectives; Non-native; Positive instances; Test data; Word identification; Complex networks	Centre for Language Technology, University of Copenhagen, Denmark; Alpage INRIA and University, Paris 7, France	ireland	Association for Computational Linguistics (ACL)	scopus.csv	9
conference/workshop	Janghorbani S., Buhmann J., Modi A., Kapadia M.	Domain authoring assistant for intelligent virtual agents	2019		Domain authoring; Intelligent virtual agents; Natural language understanding; Planning domain acquisition; Text simplification;Autonomous agents; Behavioral research; Multi agent systems; Translation (languages); Domain authoring; Domain description; Missing information; Natural language understanding; Natural languages; Planning domains; Text simplification; Virtual character; Intelligent virtual agents	Rutgers University, Disney Research, United States	japan,japan	International Foundation for Autonomous Agents and Multiagent Systems (IFAAMAS)	scopus.csv	9
conference/workshop	Caffarena G., Carreras C., López J.A., Fernández A.	Fast fixed-point optimization of DSP algorithms	2010		Affine arithmetic; Channel equalizers; Computation time; Digital signal processing algorithms; DSP algorithm; Estimation errors; Fast estimation; Fixed-point algorithms; Matrix operations; Noise distribution; Non-linear; Optimization computation; Quantization noise; Statistical properties; Three orders of magnitude; Vector operations; Word length; Adaptive filters; Algorithms; Application specific integrated circuits; IIR filters; Optimization; Programmable logic controllers; Signal processing; Estimation	Universidad San Pablo CEU, Boadilla del Monte, 28668, Madrid, Spain; Universidad Politécnica de Madrid, C. Universitaria, 28040, Madrid, Spain	russian federation		scopus.csv	9
conference/workshop	Kurdi M.Z.	Lexical and syntactic features selection for an adaptive reading recommendation system based on text complexity	2017		Intelligent Tutoring Systems; Lexical complexity; Syntactic complexity; Text Mining;Computer aided instruction; Education; Information systems; Learning algorithms; Syntactics; English as a second languages (ESL); Intelligent tutoring system; Lexical complexity; Sets of features; SVM classifiers; Syntactic complexity; Syntactic features; Text mining; Data mining	Lynchburg College, Department of Computer Science, United States	spain,spain	Association for Computing Machinery	scopus.csv	9
conference/workshop	Niklaus C., Cetto M., Freitas A., Handschuh S.	Transforming complex sentences into a semantic hierarchy	2020	English	Computational linguistics; Automatic evaluation; Downstream applications; Hierarchical representation; Reproducible research; Rhetorical relations; Semantic hierarchies; Semantic relationships; Transformation rules; Semantics	University of St. Gallen, Switzerland; University of Manchester, United Kingdom; University of Passau, Germany		Association for Computational Linguistics (ACL)	scopus.csv	9
conference/workshop	Specia L.	Translating from complex to simplified sentences	2010		Portuguese; Statistical machine translation; Text simplification;Manual inspection; Overall quality; Parallel corpora; Portuguese; Sentence level; SMT systems; Statistical machine translation; Text simplification; Information theory; Linguistics; Speech transmission; Translation (languages)	Research Group in Computation Linguistics, University of Wolverhampton, Wolverhmapton, United Kingdom			scopus.csv	9
conference/workshop	Farah Nadeem;Mari Ostendorf	Estimating Linguistic Complexity for Science Texts	2018				belgium,france,belgium	Association for Computational Linguistics	acl.csv	10
conference/workshop	Nathan Hartmann;Leandro Borges dos Santos	NILC at CWI 2018: Exploring Feature Engineering and Feature Learning	2018				belgium,france,france	Association for Computational Linguistics	acl.csv	10
conference/workshop	Andrei Butnaru;Radu Tudor Ionescu	UnibucKernel: A kernel-based learning method for complex word identification	2018	English			bosnia and herzegovina	Association for Computational Linguistics	acl.csv	10
conference/workshop	Alessio Palmero Aprosio;Sara Tonelli;Marco Turchi;Matteo Negri;Mattia A. Di Gangi	Neural Text simplification; in Low-Resource Conditions Using Weak Supervision	2019	English			brazil	Association for Computational Linguistics	acl.csv	10
conference/workshop	Fernando Alva-Manchego;Louis Martin;Antoine Bordes;Carolina Scarton;Benoît Sagot;Lucia Specia	ASSET: A Dataset for Tuning and Evaluation of Sentence simplification; Models with Multiple Rewriting Transformations	2020				bulgaria	Association for Computational Linguistics	acl.csv	10
conference/workshop	Yaneva V., Temnikova I., Mitkov R.	A corpus of text data and gaze fixations from autistic and non-autistic adults	2016		Autism; Corpus; Eye tracking; Gaze fixations; ReadingDiseases; Autism; Corpus; Eye-tracking; Gaze fixations; Reading; Eye movements	Research Institute in Information and Language Processing, University of Wolverhampton, Wolverhampton, United Kingdom; Qatar Computing Research Institute, HBKU, Doha, Qatar	china,united states	European Language Resources Association (ELRA)	scopus.csv	10
conference/workshop	Al-Subaihin A.A., Al-Khalifa H.S.	Al-Baseet: A proposed simplification; authoring tool for the Arabic language	2011		Arabic language; Natural Language Processing; text simplification;Arabic languages; Arabic texts; Authoring tool; Low level; NAtural language processing; text simplification; Computational linguistics; Information technology; Natural language processing systems; Aluminum	Information Technology Department, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia	germany		scopus.csv	10
conference/workshop	Lewis C.	Bridges for the mind: Opportunities for research on cognitive disabilities	2005		Accessibility; Cognitive disabilities; Cognitive technology;Brain; Diseases; Learning systems; Social aspects; Technological forecasting; Websites; Accessibility; Cognitive disabilities; Cognitive technology; Down syndrome; Cognitive systems	Coleman Institute for Cognitive Disabilities, University of Colorado, SYS 586, 4001 Discovery Drive, Boulder, CO 80303-0586, United States	india		scopus.csv	10
conference/workshop		CEUR Workshop Proceedings	2020				indonesia	CEUR-WS	scopus.csv	10
conference/workshop	Palakurthi A., Mamidi R.	IIIT at SemEval-2016 task 11: Complex word identification using nearest centroid classification	2016		Nearest centroid classification; Non-native; Word identification; Semantics	Kohli Center on Intelligent Systems, IIIT, Hyderabad, India	spain	Association for Computational Linguistics (ACL)	scopus.csv	10
conference/workshop	Hellwig O.	Performance of a lexical and POS tagger for Sanskrit	2010		Automatic analysis; Benchmark data; Different domains; NAtural language processing; PoS taggers; Test results; Benchmarking; Industrial plants; Natural language processing systems; Computational linguistics	SAI, Universität Heidelberg, Germany	united kingdom,united kingdom		scopus.csv	10
conference/workshop	Martin L., Humeau S., Mazare P.-E., Bordes A., Clergerie E.D.L., Benoit S.	Reference-less Quality Estimation of Text simplification; Systems	2018		High quality; Human judgments; Machine translations; Monolingual tasks; N-grams; Quality estimation; Reference data; Sentence-level texts	Facebook Ai Research; Inria	united states	Association for Computational Linguistics (ACL)	scopus.csv	10
conference/workshop	Kriz R., Miltsakaki E., Apidianaki M., Callison-Burch C.	simplification; using paraphrases and context-based lexical substitution	2018		Context features; Context-based; Contextual feature; Human judgments; In contexts; simplification; models; Substitution models; Word identification; Computational linguistics	Computer and Information Science Department, University of Pennsylvania, United States; LIMSI, CNRS, Université Paris-Saclay, Orsay, 91403, France; Choosito, Inc.	united states,france,united states	Association for Computational Linguistics (ACL)	scopus.csv	10
conference/workshop	Vettori C., Mich O.	Supporting deaf children's reading skills: The many challenges of text simplification;	2011		deaf children; reading comprehension; text simplification;deaf children; Experimental data; reading comprehension; Target group; text simplification; Education	Institute for Specialised Communication and Multilingualism, EURAC Research, 39100 Bolzano, Italy; Fondazione Bruno Kessler, 38123 Povo, Italy	united states,united states		scopus.csv	10
conference/workshop	Ronzano F., Abura'Ed A., Espinosa-Anke L., Saggion H.	TALN at SemEval-2016 Task 11: Modelling complex words by contextual, lexical and semantic features	2016		Decision trees; Complexity identification; Contextual feature; Random forest classifier; Semantic features; Target audience; Training sets; Word identification; Semantics	Department of Information and Communication Technologies (DTIC), Universitat Pompeu Fabra, Tangèr 122, Barcelona, 08018, Spain	united states,united states,united states	Association for Computational Linguistics (ACL)	scopus.csv	10
conference/workshop	Muhaimin Hading;Yuji Matsumoto;Maki Sakamoto	Japanese Lexical simplification; for Non-Native Speakers	2016	Japanese			australia	Association for Computational Linguistics	acl.csv	11
conference/workshop	Victoria Yaneva;Constantin Orăsan;Richard Evans;Omid Rohanian	Combining Multiple Corpora for Readability Assessment for People with Cognitive Disabilities	2017				australia,china	Association for Computational Linguistics	acl.csv	11
conference/workshop	Segun Taofeek Aroyehun;Jason Angel;Daniel Alejandro Pérez Alvarez;Alexander Gelbukh	Complex Word Identification: Convolutional Neural Network vs. Feature Engineering	2018	English			belgium,canada	Association for Computational Linguistics	acl.csv	11
conference/workshop	Joachim Bingel;Johannes Bjerva	Cross-lingual complex word identification with multitask learning	2018				belgium,france	Association for Computational Linguistics	acl.csv	11
conference/workshop	Pinkal, M; Kohlhase, M	Feature logic for dotted types: A formalism for complex word meanings	2000				canada,canada,canada,canada		wos.csv	11
conference/workshop	dos Santos L.B., Duran M.S., Hartmann N.S., Candido A., Paetzold G.H., Aluisio S.M.	A lightweight regression method to infer psycholinguistic properties for Brazilian Portuguese	2017		Brazilian Portuguese; Lexical resources; Psycholinguistic properties;Natural language processing systems; Regression analysis; Brazilian Portuguese; Lexical database; Lexical resources; Psycholinguistic properties; Regression method; Related works; Word length; Linguistics	Institute of Mathematics and Computer Sciences, University of São Paulo, São Paulo, Brazil; Federal Technological University of Paraná (UTFPR), Medianeira, Medianeira, Brazil; Department of Computer Science, University of Sheffield, Sheffield, United Kingdom	denmark	Springer Verlag	scopus.csv	11
conference/workshop	Saggion H., Bott S., Rello L.	Comparing resources for Spanish lexical simplification;	2013		Lexical simplification; Lexical simplification; Evaluation; Spanish; Text simplification; Word Sense Disambiguation; Word Vector ModelLexical simplification; Lexical simplification; Evaluation; Spanish; Text simplification; Word Sense Disambiguation; Word vectors; Speech processing; Semantics	University Pompeu Fabra, Department of Information and Communication Technologies, C/Tanger 122, 08018 Barcelona, Spain	israel		scopus.csv	11
conference/workshop	Quijada M., Medero J.	HMC at SemEval-2016 task 11: Identifying complex words using depth-limited decision trees	2016		Semantics; Harmonic mean; Regression trees; Test sets; Word identification; Decision trees	Harvey Mudd College, 340 E Foothill Blvd, Claremont, CA  91711, United States	south korea	Association for Computational Linguistics (ACL)	scopus.csv	11
conference/workshop	Zampieri M., Tan L., Van Genabith J.	MacSaar at SemEval-2016 task 11: Zipfian and character features for complex word identification	2016		Decision trees; Character feature; F measure; F-score; Random forest classifier; Word identification; Semantics	Saarland University, Germany; German Research Center for Artificial Intelligence, Germany	thailand,thailand	Association for Computational Linguistics (ACL)	scopus.csv	11
conference/workshop	Nayeem M.T., Chali Y.	Paraphrastic fusion for abstractive multi-sentence compression generation	2017		Abstractive compression generation; Lexical paraphrasing; Multi-sentence compression; Sentence fusion;Abstractive compression generation; Evaluation metrics; Lexical paraphrasing; Machine translations; Sentence compression; Sentence fusions; State-of-the-art system; Vector representations; Knowledge management	University of Lethbridge, Lethbridge, AB, Canada	united kingdom,spain	Association for Computing Machinery	scopus.csv	11
conference/workshop	Bergsma S., Bhargava A., He H., Kondrak G.	Predicting the semantic compositionality of prefix verbs	2010		Compositionality; Equivalent expression; Morphological segmentation; Computational linguistics; Semantics; User interfaces; Natural language processing systems	Department of Computing Science, University of Alberta, Canada	united kingdom,united kingdom,south africa		scopus.csv	11
conference/workshop	Hahn U., Honeck M., Schulz S.	Subword-based text retrieval	2003		Basic units; Biomedical documents; Complex morphology; Document Retrieval; Indexing and retrieval; Performance degradation; Single words; Text retrieval; Information retrieval	Freiburg University, Text Knowledge Engineering Lab., Werthmannplatz 1, Freiburg, D-79085, Germany; Freiburg University Hospital, Department of Medical Informatics, Stefan-Meier-Str. 26, Freiburg, D-79104, Germany	united states,united states	Institute of Electrical and Electronics Engineers Inc.	scopus.csv	11
conference/workshop	Macdonald I., Siddharthan A.	Summarising news stories for children	2016		Extractive approach; News articles; Natural language processing systems	Computing Science, University of Aberdeen, United Kingdom	united states,united states	Association for Computational Linguistics (ACL)	scopus.csv	11
conference/workshop	Ildikó Pilán;David Alfter;Elena Volodina	Coursebook Texts as a Helping Hand for Classifying Linguistic Complexity in Language Learners’ Writings	2016				australia	Association for Computational Linguistics	acl.csv	12
conference/workshop	Dhouha Bouamor;Leonardo Campillos Llanos;Anne-Laure Ligozat;Sophie Rosset;Pierre Zweigenbaum	Transfer-Based Learning-to-Rank Assessment of Medical Term Technicality	2016	English			australia,australia	European Language Resources Association (ELRA)	acl.csv	12
conference/workshop	Johan Falkenjack;Evelina Rennes;Daniel Fahlborg;Vida Johansson;Arne Jönsson	Services for text simplification; and analysis	2017				australia,germany,germany	Association for Computational Linguistics	acl.csv	12
conference/workshop	Althoff, F; Drexel, G; Lungen, H; Pampel, M; Schillo, C	The treatment of compounds in a morphological component for speech recognition	1996				chile,chile		wos.csv	12
conference/workshop	Rello L., Carlini R., Baeza-Yates R., Bigham J.P.	A plug-in to aid online reading in spanish	2015		Chrome; Definitions; Lexical simplification; Plug-in; Readability; Synonyms; Text simplification;Chrome; Definitions; Lexical simplification; Plug-ins; Readability; Synonyms; Text simplification; Semantics	Human-Computer Interaction Institute, School of Computer Science, Carnegie Mellon University, United States; NLP Research Group, Universitat Pompeu Fabra, Spain; Yahoo Labs & Web Research Group, Universitat Pompeu Fabra, Spain; HCI and LT Institutes, School of Computer Science, Carnegie Mellon University, United States	estonia	Association for Computing Machinery, Inc	scopus.csv	12
conference/workshop	Baba K., Nitta R.	Dynamic effects of task type practice on the Japanese EFL university student's writing: Text analysis with coh-metrix	2010		Dynamic effects; English-as-a-Foreign-Language; Grammatical complexity; Longitudinal effect; Second language; Task type; Text analysis; University students; Visual analysis; Writing activities; Artificial intelligence; Teaching; Students	Kinjo Gakuin University, Japan; Nagoya Gakuin University, Japan	japan,japan		scopus.csv	12
conference/workshop	Pylieva H., Chernodub A., Grabar N., Hamon T.	Improving automatic categorization of technical vs. Laymen Medical Words using FastText Word Embeddings	2018		Difficulty detection; Text simplification; Word embeddings;Feature extraction; Linguistics; Automatic categorization; Context information; Cross validation; Embeddings; Generalization ability; Linguistic features; Text simplification; Understandability; Diagnosis	Ukrainian Catholic University, Faculty of Applied Sciences, Kozelnytska st. 2a, Lviv, Ukraine; Institute of Mathematical Machines and Systems Problems NASU, Neurotechnologies Dept., Glushkova 42 ave., Kyiv, Ukraine; CNRS, Univ. Lille, UMR 8163, STL, Savoirs Textes Langage, Lille, F-59000, France; LIMSI, CNRS, Université Paris-Saclay, Orsay, F-91405, France; Université Paris 13, Sorbonne Paris Cité, Villetaneuse, F-93430, France	spain	CEUR-WS	scopus.csv	12
conference/workshop	Hervás R., Bautista S., Rodríguez M., De Salas T., Vargas A., Gervás P.	Integration of lexical and syntactic simplification; capabilities in a text editor	2014		Easy-to-read; Lexical simplification; Natural language processing; Syntactic simplification; Text simplification;Natural language processing systems; Syntactics; Active member; Easy-to-read; Lexical simplification; NAtural language processing; Natural Language Processing Tools; Text simplification; User-friendly tool; Software design	Facultad de Informática, Universidad Complutense de Madrid, c/ Pfor. José Ga Santesmases, 28040 Madrid, Spain	spain	Elsevier B.V.	scopus.csv	12
conference/workshop	Markó K., Daumke P., Schulz S., Klar R., Hahn U.	Large-scale evaluation of a medical cross-language information retrieval system	2007		Information storage and retrieval; multilingualism; natural language processing;Equivalence classes; Information retrieval; Medical applications; Natural language processing systems; Search engines; Semantics; Cross language information retrieval; Information storage and retrieval; Medical documents; Medical domains; Multilingual dictionaries; Multilingualism; Semantic criteria; Standard tests; Medical information systems; article; evaluation; information retrieval; language; methodology; natural language processing; semantics; Information Storage and Retrieval; Multilingualism; Natural Language Processing; Semantics; Translating	Medical Informatics Department, University Medical Center Freiburg, Germany; Averbis GmbH, Freiburg, Germany; Jena University Language and Information Engineering Lab, Germany	spain,netherlands,netherlands	IOS Press	scopus.csv	12
conference/workshop	Maruyama T., Yamamoto K.	Simplified corpus with core vocabulary	2019		Controlled Languages; Corpus; Lexicon;Aligned sentences; Corpus; High quality; Lexicon; Word segmentation; Translation (languages)	Nagaoka University of Technology, 1603-1, Kamitomioka Nagaoka, Niigata, 940-2188, Japan	united states,germany,united kingdom	European Language Resources Association (ELRA)	scopus.csv	12
conference/workshop	Carolina Scarton;Alessio Palmero Aprosio;Sara Tonelli;Tamara Martín Wanton;Lucia Specia	MUSST: A Multilingual Syntactic simplification; Tool	2017	Italian			austria	Asian Federation of Natural Language Processing	acl.csv	13
conference/workshop	David Alfter;Elena Volodina	Towards Single Word Lexical Complexity Prediction	2018	Swedish			belgium,united states,france	Association for Computational Linguistics	acl.csv	13
conference/workshop	Bott S., Saggion H.	Automatic simplification; of spanish text for e-accessibility	2012		Automatic Text simplification; e-Accessibility; Natural Language Processing;Automatic Text simplification; Cognitive disability; Complex sentences; e-Accessibility; NAtural language processing; Structural complexity; Computational linguistics; Natural language processing systems	Universitat Pompeu Fabra, Departament of Information and Communication Technologies, C/Tanger 122, 08018 Barcelona, Spain	india		scopus.csv	13
conference/workshop	Martin L., de la Clergerie É.V., Sagot B., Bordes A.	Controllable sentence simplification;	2020		ACCESS; Sequence-to-Sequence models; Text simplification;Parametrizations; Sequence models; State of the art; Syntactic complexity; Test sets	Facebook AI Research, 6 Rue Ménars, Paris, 75002, France; Inria; Sorbonne Université, 2 rue Simone Iff, Paris2, 75012, France	italy	European Language Resources Association (ELRA)	scopus.csv	13
